"filename", "language", "JSON", "YAML", "censitive", "JSON with Comments", "XML", "PowerShell", "TypeScript", "Markdown", "Mermaid Radar", "C#", "PostCSS", "ASP.NET Razor", "XAML", "JavaScript", "HTML", "comment", "blank", "total"
"d:\workshops\eShop\src\Identity.API\Views\Device\UserCodeConfirmation.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 8, 109
"d:\workshops\eShop\src\Identity.API\Views\Diagnostics\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 8, 65
"d:\workshops\eShop\src\Identity.API\Views\Grants\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 4, 87
"d:\workshops\eShop\src\Identity.API\Views\Home\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 33
"d:\workshops\eShop\src\Identity.API\Views\Shared\Error.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 7, 41
"d:\workshops\eShop\src\Identity.API\Views\Shared\Redirect.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"d:\workshops\eShop\src\Identity.API\Views\Shared\_Layout.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 9, 52
"d:\workshops\eShop\src\Identity.API\Views\Shared\_ScopeListItem.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 34
"d:\workshops\eShop\src\Identity.API\Views\Shared\_ValidationSummary.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7
"d:\workshops\eShop\src\Identity.API\Views\_ViewImports.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"d:\workshops\eShop\src\Identity.API\Views\_ViewStart.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\workshops\eShop\src\Identity.API\appsettings.Development.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\workshops\eShop\src\Identity.API\appsettings.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\workshops\eShop\src\Identity.API\bundleconfig.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 25
"d:\workshops\eShop\src\Identity.API\libman.json", "JSON", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34
"d:\workshops\eShop\src\Identity.API\wwwroot\_references.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 7
"d:\workshops\eShop\src\Identity.API\wwwroot\css\site.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 923, 0, 0, 0, 0, 27, 186, 1136
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Montserrat-Bold.svg", "XML", 0, 0, 0, 0, 1933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1934
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Montserrat-Regular.svg", "XML", 0, 0, 0, 0, 1743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1744
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Bold.svg", "XML", 0, 0, 0, 0, 3184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3185
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-ExtraLight.svg", "XML", 0, 0, 0, 0, 2860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2861
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Light.svg", "XML", 0, 0, 0, 0, 2902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2903
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Medium.svg", "XML", 0, 0, 0, 0, 3232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3233
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Regular.svg", "XML", 0, 0, 0, 0, 2720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2721
"d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-SemiBold.svg", "XML", 0, 0, 0, 0, 3197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3198
"d:\workshops\eShop\src\Identity.API\wwwroot\images\arrow-right.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\workshops\eShop\src\Identity.API\wwwroot\images\banner1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\workshops\eShop\src\Identity.API\wwwroot\images\banner2.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\workshops\eShop\src\Identity.API\wwwroot\images\banner3.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\workshops\eShop\src\Identity.API\wwwroot\images\banner4.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\workshops\eShop\src\Identity.API\wwwroot\images\check.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\Identity.API\wwwroot\images\logo-footer.svg", "XML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"d:\workshops\eShop\src\Identity.API\wwwroot\images\logo-header.svg", "XML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"d:\workshops\eShop\src\Identity.API\wwwroot\images\logo.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14
"d:\workshops\eShop\src\Identity.API\wwwroot\images\logo_color.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14
"d:\workshops\eShop\src\Identity.API\wwwroot\images\main_banner_text.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\workshops\eShop\src\Identity.API\wwwroot\images\refresh.svg", "XML", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 45
"d:\workshops\eShop\src\Identity.API\wwwroot\js\signin-redirect.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"d:\workshops\eShop\src\Identity.API\wwwroot\js\signout-redirect.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"d:\workshops\eShop\src\Identity.API\wwwroot\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\workshops\eShop\src\Identity.API\wwwroot\js\site.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\workshops\eShop\src\IntegrationEventLogEF\EventStateEnum.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\workshops\eShop\src\IntegrationEventLogEF\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\workshops\eShop\src\IntegrationEventLogEF\IntegrationEventLogEF.csproj", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\workshops\eShop\src\IntegrationEventLogEF\IntegrationEventLogEntry.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 5, 41
"d:\workshops\eShop\src\IntegrationEventLogEF\IntegrationLogExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\IntegrationEventLogEF\Services\IIntegrationEventLogService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"d:\workshops\eShop\src\IntegrationEventLogEF\Services\IntegrationEventLogService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 20, 92
"d:\workshops\eShop\src\IntegrationEventLogEF\Utilities\ResilientTransaction.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 4, 24
"d:\workshops\eShop\src\OrderProcessor\BackgroundTaskOptions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"d:\workshops\eShop\src\OrderProcessor\Events\GracePeriodConfirmedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"d:\workshops\eShop\src\OrderProcessor\Extensions\Extensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 8, 27
"d:\workshops\eShop\src\OrderProcessor\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\OrderProcessor\OrderProcessor.csproj", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\workshops\eShop\src\OrderProcessor\Program.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 11
"d:\workshops\eShop\src\OrderProcessor\Properties\launchSettings.json", "JSON", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"d:\workshops\eShop\src\OrderProcessor\Services\GracePeriodManagerService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 18, 96
"d:\workshops\eShop\src\OrderProcessor\appsettings.Development.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\workshops\eShop\src\OrderProcessor\appsettings.json", "JSON", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"d:\workshops\eShop\src\Ordering.API\Apis\OrderServices.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\workshops\eShop\src\Ordering.API\Apis\OrdersApi.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 1, 32, 186
"d:\workshops\eShop\src\Ordering.API\Application\Behaviors\LoggingBehavior.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"d:\workshops\eShop\src\Ordering.API\Application\Behaviors\TransactionBehavior.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 16, 65
"d:\workshops\eShop\src\Ordering.API\Application\Behaviors\ValidatorBehavior.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 10, 39
"d:\workshops\eShop\src\Ordering.API\Application\Commands\CancelOrderCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 5
"d:\workshops\eShop\src\Ordering.API\Application\Commands\CancelOrderCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 8, 8, 49
"d:\workshops\eShop\src\Ordering.API\Application\Commands\CreateOrderCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 8, 20, 86
"d:\workshops\eShop\src\Ordering.API\Application\Commands\CreateOrderCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 8, 13, 72
"d:\workshops\eShop\src\Ordering.API\Application\Commands\CreateOrderDraftCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"d:\workshops\eShop\src\Ordering.API\Application\Commands\CreateOrderDraftCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 1, 12, 60
"d:\workshops\eShop\src\Ordering.API\Application\Commands\IdentifiedCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"d:\workshops\eShop\src\Ordering.API\Application\Commands\IdentifiedCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 17, 13, 106
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetAwaitingValidationOrderStatusCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetAwaitingValidationOrderStatusCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 8, 8, 49
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetPaidOrderStatusCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetPaidOrderStatusCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 9, 9, 52
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetStockConfirmedOrderStatusCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetStockConfirmedOrderStatusCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 9, 9, 52
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetStockRejectedOrderStatusCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"d:\workshops\eShop\src\Ordering.API\Application\Commands\SetStockRejectedOrderStatusCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 9, 10, 53
"d:\workshops\eShop\src\Ordering.API\Application\Commands\ShipOrderCommand.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"d:\workshops\eShop\src\Ordering.API\Application\Commands\ShipOrderCommandHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 8, 8, 49
"d:\workshops\eShop\src\Ordering.API\Application\DomainEventHandlers\OrderCancelledDomainEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 34
"d:\workshops\eShop\src\Ordering.API\Application\DomainEventHandlers\OrderShippedDomainEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 34
"d:\workshops\eShop\src\Ordering.API\Application\DomainEventHandlers\OrderStatusChangedToAwaitingValidationDomainEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 37
"d:\workshops\eShop\src\Ordering.API\Application\DomainEventHandlers\OrderStatusChangedToPaidDomainEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 8, 42
"d:\workshops\eShop\src\Ordering.API\Application\DomainEventHandlers\OrderStatusChangedToStockConfirmedDomainEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 34
"d:\workshops\eShop\src\Ordering.API\Application\DomainEventHandlers\UpdateOrderWhenBuyerAndPaymentMethodVerifiedDomainEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 3, 4, 26
"d:\workshops\eShop\src\Ordering.API\Application\DomainEventHandlers\ValidateOrAddBuyerAggregateWhenOrderStartedDomainEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 2, 10, 55
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\EventHandling\GracePeriodConfirmedIntegrationEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 8, 5, 31
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\EventHandling\OrderPaymentFailedIntegrationEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\EventHandling\OrderPaymentSucceededIntegrationEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\EventHandling\OrderStockConfirmedIntegrationEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\EventHandling\OrderStockRejectedIntegrationEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\GracePeriodConfirmedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 11
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderPaymentFailedIntegrationEvent .cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderPaymentSucceededIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStartedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 3, 13
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStatusChangedToAwaitingValidationIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 5, 34
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStatusChangedToCancelledIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStatusChangedToPaidIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStatusChangedToShippedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStatusChangedToStockConfirmedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStatusChangedTosubmittedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStockConfirmedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\Events\OrderStockRejectedIntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 6, 28
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\IOrderingIntegrationEventService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\workshops\eShop\src\Ordering.API\Application\IntegrationEvents\OrderingIntegrationEventService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 8, 43
"d:\workshops\eShop\src\Ordering.API\Application\Models\BasketItem.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\workshops\eShop\src\Ordering.API\Application\Models\CustomerBasket.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\workshops\eShop\src\Ordering.API\Application\Queries\IOrderQueries.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 11
"d:\workshops\eShop\src\Ordering.API\Application\Queries\OrderQueries.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 6, 54
"d:\workshops\eShop\src\Ordering.API\Application\Queries\OrderViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 5, 39
"d:\workshops\eShop\src\Ordering.API\Application\Validations\CancelOrderCommandValidator.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\Ordering.API\Application\Validations\CreateOrderCommandValidator.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 4, 34
"d:\workshops\eShop\src\Ordering.API\Application\Validations\IdentifiedCommandValidator.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\Ordering.API\Application\Validations\ShipOrderCommandValidator.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\Ordering.API\Extensions\BasketItemExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 25
"d:\workshops\eShop\src\Ordering.API\Extensions\Extensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 7, 14, 62
"d:\workshops\eShop\src\Ordering.API\Extensions\LinqSelectExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 6, 46
"d:\workshops\eShop\src\Ordering.API\Extensions\OrderingApiTrace.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"d:\workshops\eShop\src\Ordering.API\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 31
"d:\workshops\eShop\src\Ordering.API\Infrastructure\OrderingContextSeed.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"d:\workshops\eShop\src\Ordering.API\Infrastructure\Services\IIdentityService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 10
"d:\workshops\eShop\src\Ordering.API\Infrastructure\Services\IdentityService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\workshops\eShop\src\Ordering.API\Ordering.API.csproj", "XML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"d:\workshops\eShop\src\Ordering.API\Program.Testing.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 7
"d:\workshops\eShop\src\Ordering.API\Program.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 9, 22
"d:\workshops\eShop\src\Ordering.API\Properties\launchSettings.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"d:\workshops\eShop\src\Ordering.API\appsettings.Development.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\workshops\eShop\src\Ordering.API\appsettings.json", "JSON", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\workshops\eShop\src\Ordering.Domain\AggregatesModel\BuyerAggregate\Buyer.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 16, 52
"d:\workshops\eShop\src\Ordering.Domain\AggregatesModel\BuyerAggregate\CardType.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\workshops\eShop\src\Ordering.Domain\AggregatesModel\BuyerAggregate\IBuyerRepository.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 4, 14
"d:\workshops\eShop\src\Ordering.Domain\AggregatesModel\BuyerAggregate\PaymentMethod.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 9, 44
"d:\workshops\eShop\src\Ordering.Domain\AggregatesModel\OrderAggregate\Address.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 6, 34
